input;output;description;hook;Structure
{"NPCs": {"Lucia": {"Name": "Lucia", "NamePossessive": "Lucia's", "Role": "Beggar", "CurrentLocation": "Whiterun", "OwnedItems": {"HoneyNutTreat": 1, "Septim": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": 15}]}}, "Enemies": {"Mudcrab": {"Name": "Mudcrab", "NamePlural": "Mudcrabs", "Loot": []}}, "Items": {"HoneyNutTreat": {"Type": "Food", "Name": "Honey Nut Treat"}}, "Locations": {"Whiterun": {"Name": "Whiterun"}}};{"Quest": {"Name": "Mudcrab Menace", "Giver": "Lucia", "Actions": ["goto WhiterunStream", "damage Mudcrab", "goto Whiterun", "report Lucia"]}};Little Lucia is scared of the Mudcrab that lives in the stream outside the city walls. It pinched her toe once and now she's too afraid to go play by the water. She's saved up a few septims to hire a big, strong hero to get rid of it.;"Mister/Miss? That crab is really mean. He pinched me! Can you go hit him with your big sword? Please? I have a gold coin!";AttackThreateningEntities
{"NPCs": {"Heimskr": {"Name": "Heimskr", "NamePossessive": "Heimskr's", "Role": "Priest", "Faction": "Stormcloaks", "CurrentLocation": "Whiterun", "OwnedItems": {"AmuletOfMara": 1, "Septim": 5}, "Relations": [{"Target": "Dragonborn", "Favorability": 15}, {"Target": "ImperialLegion", "Favorability": -50}]}, "IdolafBattleBorn": {"Name": "Idolaf Battle-Born", "NamePossessive": "Idolaf Battle-Born's", "Role": "Warrior", "Faction": "ImperialLegion", "CurrentLocation": "Whiterun", "OwnedItems": {"SteelArmor": 1, "IronSword": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": -5}]}}, "Items": {"AmuletOfMara": {"Type": "Artifact", "Name": "Amulet of Mara", "NameSingular": "Amulet of Mara", "IndefiniteArticle": "an"}}, "Locations": {"Whiterun": {"Name": "Whiterun"}}};{"Quest": {"Name": "The Talos Amulet", "Giver": "Heimskr", "Actions": ["goto Whiterun", "stealth IdolafBattleBorn", "take AmuletOfMara", "goto Whiterun", "give AmuletOfMara to Heimskr"]}};Heimskr had a small, crude Amulet of Talos he kept in his pocket. He's convinced that Idolaf Battle-Born stole it while he was preaching, just to spite a true son of Skyrim. He wants his amulet back so he can continue to "wear his faith" even if it's hidden.;"The faithless dogs of the Empire! Their puppet, Idolaf, took my Talos amulet! A symbol of my defiance! Find it! Return it to me so I may hold it to the sky when I speak the Truth!";RecoverStolenItem
{"NPCs": {"BergritteBattleBorn": {"Name": "Bergritte Battle-Born", "NamePossessive": "Bergritte Battle-Born's", "Role": "Merchant", "Faction": "ImperialLegion", "CurrentLocation": "Whiterun", "OwnedItems": {"Septim": 200, "SilverRing": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": -5}]}}, "Locations": {"Whiterun": {"Name": "Whiterun"}}};{"Quest": {"Name": "The Merchant's Stall", "Giver": "BergritteBattleBorn", "Actions": ["goto Whiterun", "defend BergritteBattleBorn"]}};Bergritte Battle-Born is an old woman who runs a stall in the market. Recently, some local toughs have been loitering around her cart, making rude comments and scaring off customers. She's too proud to ask her sons for help, but she'll hire an outsider to stand nearby and look menacing.;"These young hooligans have no respect for their elders. They stand there, gawking, scaring off my paying customers. Just stand here for a bit. Your ugly mug ought to keep them away. I'll pay you for your time.";GuardEntity
{"NPCs": {"VignarGrayMane": {"Name": "Vignar Gray-Mane", "NamePossessive": "Vignar Gray-Mane's", "Role": "Warrior", "Faction": "TheCompanions", "CurrentLocation": "Whiterun", "OwnedItems": {"SteelArmor": 1, "IronSword": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": 15}, {"Target": "IdolafBattleBorn", "Favorability": -30}]}, "OlfridBattleBorn": {"Name": "Olfrid Battle-Born", "NamePossessive": "Olfrid Battle-Born's", "Role": "Merchant", "Faction": "ImperialLegion", "CurrentLocation": "Whiterun", "OwnedItems": {"Septim": 300, "SteelArmor": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": -10}, {"Target": "VignarGrayMane", "Favorability": -30}]}}, "Locations": {"Whiterun": {"Name": "Whiterun"}}};{"Quest": {"Name": "The Skald's Insult", "Giver": "VignarGrayMane", "Actions": ["goto Whiterun", "damage OlfridBattleBorn"]}};Vignar Gray-Mane overheard Olfrid Battle-Born calling him a "flea-bitten war dog past his prime." Vignar is too old to start a brawl in the street over words, but his honor demands satisfaction. He wants you to challenge Olfrid to a fistfight on his behalf.;"That pompous Olfrid called me a war dog. A *War Dog*! I'd snap him in half, but the Jarl would have my head. You do it. Break his nose for me. Tell him it's a gift from the Gray-Manes.";AttackEnemy
{"NPCs": {"NjadaStonearm": {"Name": "Njada Stonearm", "NamePossessive": "Njada Stonearm's", "Role": "Warrior", "Faction": "TheCompanions", "CurrentLocation": "Whiterun", "OwnedItems": {"SteelArmor": 1, "IronSword": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": -5}]}, "Athis": {"Name": "Athis", "NamePossessive": "Athis's", "Species": "Elf", "Role": "Warrior", "Faction": "TheCompanions", "CurrentLocation": "Whiterun", "OwnedItems": {"ElvenDagger": 1, "IronSword": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": 5}, {"Target": "NjadaStonearm", "Favorability": -15}]}}, "Items": {"SilverRing": {"Type": "Artifact", "Name": "Silver Ring", "NameSingular": "Silver Ring"}, "IronIngot": {"Type": "Ingredient", "Name": "Iron Ingot"}}, "Locations": {"Whiterun": {"Name": "Whiterun"}}};{"Quest": {"Name": "The Forgemaster's Fingers", "Giver": "NjadaStonearm", "Actions": ["goto Whiterun", "stealth Athis", "take SilverRing", "goto Whiterun", "give SilverRing to NjadaStonearm"]}};Njada wants to play a prank on Athis to humble him. She wants you to steal the Silver Ring he wears (a family heirloom) and hide it, so she can watch him panic. She promises to give it back after a day or two, but wants to see him sweat.;"That elf thinks he's so nimble and clever. I want to see him trip over his own feet for once. He's got a silver ring he's always fiddling with. Snatch it. I'll leave it on the mead table tomorrow. I just want to see the look on his face.";StealStuff
{"NPCs": {"BalgruufTheGreater": {"Name": "Balgruuf the Greater", "NamePossessive": "Balgruuf the Greater's", "Species": "Human", "Role": "Jarl", "CurrentLocation": "Whiterun", "OwnedItems": {"IronSword": 1, "Septim": 500}, "Relations": [{"Target": "Dragonborn", "Favorability": 15}, {"Target": "Irileth", "Favorability": 30}]}, "Irileth": {"Name": "Irileth", "NamePossessive": "Irileth's", "Species": "Elf", "Role": "GuardCaptain", "CurrentLocation": "Whiterun", "OwnedItems": {"ElvenDagger": 1, "HealthPotion": 3}, "Relations": [{"Target": "Dragonborn", "Favorability": 5}]}}, "Items": {"IronSword": {"Type": "Weapon", "Name": "Iron Sword"}}, "Locations": {"Whiterun": {"Name": "Whiterun"}}};{"Quest": {"Name": "The Whispering Door", "Giver": "BalgruufTheGreater", "Actions": ["goto Whiterun", "kill Mephala", "goto Whiterun", "report BalgruufTheGreater"]}};The Jarl's youngest son is acting strangely, whispering to a door in the basement. Balgruuf fears a Daedric influence has taken root in his own home. He trusts few people with this secret, but your reputation precedes you. He needs you to investigate the door and destroy whatever evil lurks behind it.;"This is a family matter, and a state secret. My son... he speaks to the walls. There is an evil in my palace. I need someone I can trust to go down there and *end* it. Do this for me, and you will have my eternal gratitude.";KillEnemies
{"NPCs": {"UlfberthWarBear": {"Name": "Ulfberth War-Bear", "NamePossessive": "Ulfberth War-Bear's", "Role": "Blacksmith", "Faction": "TheCompanions", "CurrentLocation": "Whiterun", "OwnedItems": {"SteelArmor": 1, "IronSword": 1, "Septim": 200}, "Relations": [{"Target": "Dragonborn", "Favorability": 5}]}}, "Locations": {"Riverwood": {"Name": "Riverwood", "Enemies": ["Wolf", "Mudcrab"], "Resources": ["WoodcuttersAxe", "BlueMountainFlower", "VenisonChop"]}, "Whiterun": {"Name": "Whiterun"}}, "Enemies": {"Wolf": {"Name": "Wolf", "NamePlural": "Wolves", "Loot": []}}, "Items": {"LeatherStrips": {"Type": "Ingredient", "Name": "Leather Strips", "NameSingular": "Leather Strip"}}};{"Quest": {"Name": "Wolf Pelt Delivery", "Giver": "UlfberthWarBear", "Actions": ["goto Riverwood", "damage Wolf", "goto Whiterun", "report UlfberthWarBear"]}};Ulfberth needs a fresh supply of Wolf pelts to line some new armor, but the hunters have been lazy. He asks you to go out to the plains west of Whiterun and hunt a few wolves for their pelts.;"I'm low on wolf pelts. Can't make a proper fur-lined cloak without 'em. Go out past the western watchtower, you'll find a pack. Bring me back a few good pelts.";AttackThreateningEntities
{"NPCs": {"Vex": {"Name": "Vex", "NamePossessive": "Vex's", "Role": "Thief", "Faction": "ThievesGuild", "CurrentLocation": "Riften", "OwnedItems": {"Lockpick": 30, "ElvenDagger": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": 30}, {"Target": "DelvinMallory", "Favorability": 15}]}, "DelvinMallory": {"Name": "Delvin Mallory", "NamePossessive": "Delvin Mallory's", "Role": "Thief", "Faction": "ThievesGuild", "CurrentLocation": "Riften", "OwnedItems": {"Lockpick": 20, "Septim": 500}, "Relations": [{"Target": "Dragonborn", "Favorability": 30}, {"Target": "Vex", "Favorability": 15}]}}, "Items": {"ElvenDagger": {"Type": "Weapon", "Name": "Elven Dagger", "NameSingular": "Elven Dagger", "IndefiniteArticle": "an"}, "Lockpick": {"Type": "Tool", "Name": "Lockpick"}}, "Locations": {"Riften": {"Name": "Riften"}}};{"Quest": {"Name": "The Poisoned Needle", "Giver": "Vex", "Actions": ["goto Riften", "stealth DelvinMallory", "take ElvenDagger", "goto Riften", "give ElvenDagger to Vex"]}};Vex had a unique Elven Dagger, perfectly balanced for throwing, that she's been looking for. She just spotted it on Delvin's workbench and is furious. He claims he "found it," but she knows he just snatched it when she wasn't looking. She wants it back without having to listen to one of his long-winded stories.;"That's *my* dagger! The balance on that thing is perfect. Delvin 'found' it, my arse. He's got sticky fingers for a man who preaches Guild loyalty. Get it back for me. And don't let him see you, I don't want to hear his excuses.";RecoverStolenItem
{"NPCs":{"Aelara Silvershade":{"Name":"Aelara Silvershade","Faction":"Circle of the Root","CurrentLocation":"Glimmerwood Grove","Relations":[{"Target":"The Wayfarer","Favorability":20}]},"Factions":{"Circle of the Root":{"Name":"Circle of the Root","Relations":[{"Target":"The Wayfarer","Favorability":25}],"Members":["Aelara Silvershade","Lyra Moonshadow","Finnian","Quill","Elowen","Thalia","Eldrin","Sylvie","Rowan","Petra"]}},"Locations":{"Glimmerwood Grove":{"Name":"Glimmerwood Grove","Enemies":["Corrupted Treant","Poisonous Creeper"],"Resources":["Glimmerwood Sap","Moonstone"]}},"Enemies":{"Corrupted Treant":{"Name":"Corrupted Treant","Loot":["Glimmerwood Sap","Moonstone"]}}};{"Quest":{"Name":"The Glimmerwood Menace","Giver":"Aelara Silvershade","Actions":["goto Glimmerwood Grove","damage Corrupted Treant","goto Glimmerwood Grove","report Aelara Silvershade"]}};"Aelara Silvershade is concerned about a corrupted treant that has been terrorizing the eastern edge of the Glimmerwood Grove. The ancient tree has been twisted by void energy and now attacks any who venture too close. The priest requests that you venture into the grove, wound the creature enough to drive it deeper into the forest, and return with news of your success.";"The grove weeps, Wayfarer. One of our ancient treants has been corrupted by a shard of void essence. I cannot bring myself to destroy it—it was once a guardian. But if you could wound it badly enough to drive it away from our gathering grounds, the Circle would be in your debt.";Attack threatening entities
{"NPCs":{"Borin Ironshank":{"Name":"Borin Ironshank","Faction":"The Ironmonger Consortium","CurrentLocation":"Port Vell","OwnedItems":{"Blacksmith Hammer":1},"Relations":[{"Target":"The Wayfarer","Favorability":10},{"Target":"Pippin Shortwick","Favorability":-30}]},"Pippin Shortwick":{"Name":"Pippin Shortwick","Faction":"The Ravenrook Rabble","CurrentLocation":"Ravenrook Slums","Role":"Thief","Relations":[{"Target":"Borin Ironshank","Favorability":-30}]}},"Factions":{"The Ironmonger Consortium":{"Name":"The Ironmonger Consortium","Relations":[{"Target":"The Wayfarer","Favorability":15},{"Target":"The Ravenrook Rabble","Favorability":-50}],"Members":["Borin Ironshank","Grimble Cogsworth","Elara Vell","Tobin Fleetfoot","Sasha","Morgan","Lena","Orin","Mira","Varen"]},"The Ravenrook Rabble":{"Name":"The Ravenrook Rabble","Relations":[{"Target":"The Wayfarer","Favorability":-50},{"Target":"The Ironmonger Consortium","Favorability":-50}],"Members":["Krag the Unbroken","Pippin Shortwick","Grendel","Bram","Roric","Gideon","Balthazar","Marcus","Corvus","Ophelia"]}},"Locations":{"Ravenrook Slums":{"Name":"Ravenrook Slums","Enemies":["Bandit Marauder","Shadow Lurker","Plague Rat"],"Resources":["Rusty Lockpick","Iron Dagger"]},"Port Vell":{"Name":"Port Vell","Enemies":["Bandit Marauder","Armored Duelist"],"Resources":["Gold Crown","Travel Rations"]}},"Items":{"Blacksmith Hammer":{"Type":"Tool","Name":"Blacksmith Hammer"}}};{"Quest":{"Name":"The Blacksmith's Stolen Hammer","Giver":"Borin Ironshank","Actions":["goto Ravenrook Slums","stealth Pippin Shortwick","take Blacksmith Hammer","goto Port Vell","give Borin Ironshank Blacksmith Hammer"]}};"Borin Ironshank's prized blacksmith hammer—a tool passed down through three generations of his clan—has been stolen. He's certain that Pippin Shortwick, a halfling thief with the Ravenrook Rabble, is responsible. The hammer isn't just sentimental; it's enchanted to never miss its mark. Borin needs you to sneak into the Ravenrook Slums, lift the hammer from Pippin, and return it to him at Port Vell.";"That little rat Pippin Shortwick! He came through here pretending to browse shields, and now my grandfather's hammer is gone. The Consortium can't officially sanction a raid over a hammer, but if a resourceful Wayfarer happened to... retrieve it quietly, I'd make it worth their while.";Recover stolen item
{"NPCs":{"Aelara Silvershade":{"Name":"Aelara Silvershade","Faction":"Circle of the Root","CurrentLocation":"Glimmerwood Grove","Role":"Priest","OwnedItems":{"Enchanted Amulet":1},"Relations":[{"Target":"The Wayfarer","Favorability":20}]}},"Factions":{"Circle of the Root":{"Name":"Circle of the Root","Relations":[{"Target":"The Wayfarer","Favorability":25},{"Target":"The Ravenrook Rabble","Favorability":-40}],"Members":["Aelara Silvershade","Lyra Moonshadow","Finnian","Quill","Elowen","Thalia","Eldrin","Sylvie","Rowan","Petra"]},"The Ravenrook Rabble":{"Name":"The Ravenrook Rabble","Relations":[{"Target":"Circle of the Root","Favorability":-40}]}},"Locations":{"Glimmerwood Grove":{"Name":"Glimmerwood Grove","Enemies":["Corrupted Treant","Poisonous Creeper"],"Resources":["Glimmerwood Sap","Moonstone"]}}};{"Quest":{"Name":"Guarding the Grove Priestess","Giver":"Circle of the Root","Actions":["goto Glimmerwood Grove","defend Aelara Silvershade"]}};"The Circle of the Root has received word that members of the Ravenrook Rabble may attempt to harass Aelara Silvershade during her upcoming moon ritual in the Glimmerwood Grove. The priestess will be in a trance state and completely vulnerable. The Circle requests that you stand guard over her for the duration of the three-hour ceremony and ensure no harm comes to her.";"Aelara will be walking the moon-paths tonight, Wayfarer. Her body will remain here, but her spirit will be far away. The Rabble knows of our rituals and has threatened to 'collect a toll' from any priestess they find alone. We need someone who can hold a blade between her and harm until dawn.";Guard entity
{"NPCs":{"Roderic the Stern":{"Name":"Roderic the Stern","Faction":"The Ironmonger Consortium","CurrentLocation":"Port Vell","Role":"GuardCaptain","Relations":[{"Target":"The Wayfarer","Favorability":20},{"Target":"The Ravenrook Rabble","Favorability":-50}]}},"Factions":{"The Ironmonger Consortium":{"Name":"The Ironmonger Consortium","Relations":[{"Target":"The Wayfarer","Favorability":15},{"Target":"The Ravenrook Rabble","Favorability":-50}],"Members":["Roderic the Stern","Elara Vell","Morgan"]},"The Ravenrook Rabble":{"Name":"The Ravenrook Rabble","Relations":[{"Target":"The Ironmonger Consortium","Favorability":-50}]}},"Locations":{"Ravenrook Slums":{"Name":"Ravenrook Slums","Enemies":["Bandit Marauder","Shadow Lurker","Plague Rat"],"Resources":["Rusty Lockpick","Iron Dagger"]}},"Enemies":{"Bandit Marauder":{"Name":"Bandit Marauder","Loot":["Gold Crown","Iron Dagger"]}}};{"Quest":{"Name":"Harass the Rabble Marauders","Giver":"Roderic the Stern","Actions":["goto Ravenrook Slums","damage Bandit Marauder"]}};"Roderic the Stern wants to send a message to the Ravenrook Rabble without committing Consortium guard resources to a full raid. He's asking you to venture into the Ravenrook Slums, find a group of Bandit Marauders who've been shaking down merchants on the south road, and give them a beating they won't forget. They don't need to die—just be taught that their territory isn't as safe as they think.";"The Rabble's been getting bold—too bold. They roughed up one of Sasha's caravan drivers last week. I can't march my guards into the Slums without starting a war, but you? You're not a guard. Go down there, find the marauders wearing the red armbands, and break a few of their bones. Let them know Port Vell has teeth.";Attack enemy
